episode,brief,trigger,action,reward
536,form-to-endpoint,webhook,readWriteFile,0.5
537,morning-metrics,scheduleTrigger,slack,0.5
538,email-archiver,emailReadImap,googleSheets,0.5
539,rss-alert,rssFeedTrigger,slack,1.0
540,form-to-endpoint,webhook,googleSheets,0.5
541,morning-metrics,scheduleTrigger,googleSheets,1.0
542,email-archiver,emailReadImap,readWriteFile,1.0
543,rss-alert,rssFeedTrigger,slack,1.0
544,form-to-endpoint,webhook,httpRequest,1.0
545,morning-metrics,scheduleTrigger,googleSheets,1.0
546,email-archiver,emailReadImap,readWriteFile,1.0
547,rss-alert,rssFeedTrigger,slack,1.0
548,form-to-endpoint,webhook,httpRequest,1.0
549,morning-metrics,scheduleTrigger,googleSheets,1.0
550,email-archiver,emailReadImap,readWriteFile,1.0
551,rss-alert,rssFeedTrigger,slack,1.0
552,form-to-endpoint,webhook,httpRequest,1.0
553,morning-metrics,scheduleTrigger,googleSheets,1.0
554,email-archiver,emailReadImap,readWriteFile,1.0
555,rss-alert,rssFeedTrigger,slack,1.0
556,form-to-endpoint,webhook,httpRequest,1.0
557,morning-metrics,scheduleTrigger,googleSheets,1.0
558,email-archiver,emailReadImap,readWriteFile,1.0
559,rss-alert,rssFeedTrigger,readWriteFile,0.5
560,form-to-endpoint,webhook,httpRequest,1.0
561,morning-metrics,scheduleTrigger,googleSheets,1.0
562,email-archiver,emailReadImap,readWriteFile,1.0
563,rss-alert,rssFeedTrigger,slack,1.0
564,form-to-endpoint,webhook,httpRequest,1.0
565,morning-metrics,scheduleTrigger,googleSheets,1.0
566,email-archiver,emailReadImap,readWriteFile,1.0
567,rss-alert,rssFeedTrigger,slack,1.0
568,form-to-endpoint,webhook,httpRequest,1.0
569,morning-metrics,webhook,googleSheets,0.5
570,email-archiver,emailReadImap,readWriteFile,1.0
571,rss-alert,rssFeedTrigger,slack,1.0
572,form-to-endpoint,webhook,httpRequest,1.0
573,morning-metrics,scheduleTrigger,googleSheets,1.0
574,email-archiver,emailReadImap,readWriteFile,1.0
575,rss-alert,rssFeedTrigger,slack,1.0
576,form-to-endpoint,scheduleTrigger,httpRequest,0.5
577,morning-metrics,scheduleTrigger,googleSheets,1.0
578,email-archiver,emailReadImap,readWriteFile,1.0
579,rss-alert,rssFeedTrigger,slack,1.0
580,form-to-endpoint,webhook,httpRequest,1.0
581,morning-metrics,scheduleTrigger,googleSheets,1.0
582,email-archiver,emailReadImap,readWriteFile,1.0
583,rss-alert,rssFeedTrigger,slack,1.0
584,form-to-endpoint,webhook,httpRequest,1.0
585,morning-metrics,scheduleTrigger,slack,0.5
586,email-archiver,emailReadImap,readWriteFile,1.0
587,rss-alert,rssFeedTrigger,slack,1.0
588,form-to-endpoint,webhook,httpRequest,1.0
589,morning-metrics,scheduleTrigger,googleSheets,1.0
590,email-archiver,emailReadImap,slack,0.5
591,rss-alert,rssFeedTrigger,slack,1.0
592,form-to-endpoint,webhook,httpRequest,1.0
593,morning-metrics,scheduleTrigger,googleSheets,1.0
594,email-archiver,emailReadImap,readWriteFile,1.0
595,rss-alert,rssFeedTrigger,slack,1.0
596,form-to-endpoint,webhook,httpRequest,1.0
597,morning-metrics,scheduleTrigger,googleSheets,1.0
598,email-archiver,emailReadImap,readWriteFile,1.0
599,rss-alert,rssFeedTrigger,slack,1.0
600,form-to-endpoint,webhook,httpRequest,1.0
601,morning-metrics,scheduleTrigger,googleSheets,1.0
602,email-archiver,emailReadImap,readWriteFile,1.0
603,rss-alert,rssFeedTrigger,slack,1.0
604,form-to-endpoint,webhook,httpRequest,1.0
605,morning-metrics,scheduleTrigger,googleSheets,1.0
606,email-archiver,emailReadImap,readWriteFile,1.0
607,rss-alert,rssFeedTrigger,slack,1.0
608,form-to-endpoint,webhook,httpRequest,1.0
609,morning-metrics,scheduleTrigger,googleSheets,1.0
610,email-archiver,emailReadImap,readWriteFile,1.0
611,rss-alert,rssFeedTrigger,slack,1.0
612,form-to-endpoint,webhook,httpRequest,1.0
613,morning-metrics,scheduleTrigger,googleSheets,1.0
614,email-archiver,emailReadImap,readWriteFile,1.0
615,rss-alert,rssFeedTrigger,slack,1.0
616,form-to-endpoint,webhook,httpRequest,1.0
617,morning-metrics,scheduleTrigger,googleSheets,1.0
618,email-archiver,emailReadImap,readWriteFile,1.0
619,rss-alert,rssFeedTrigger,slack,1.0
620,form-to-endpoint,webhook,httpRequest,1.0
621,morning-metrics,scheduleTrigger,googleSheets,1.0
622,email-archiver,emailReadImap,httpRequest,0.5
623,rss-alert,rssFeedTrigger,slack,1.0
624,form-to-endpoint,webhook,httpRequest,1.0
625,morning-metrics,scheduleTrigger,googleSheets,1.0
626,email-archiver,emailReadImap,readWriteFile,1.0
627,rss-alert,rssFeedTrigger,slack,1.0
628,form-to-endpoint,webhook,httpRequest,1.0
629,morning-metrics,scheduleTrigger,googleSheets,1.0
630,email-archiver,emailReadImap,readWriteFile,1.0
631,rss-alert,rssFeedTrigger,slack,1.0
632,form-to-endpoint,webhook,httpRequest,1.0
633,morning-metrics,scheduleTrigger,googleSheets,1.0
634,email-archiver,emailReadImap,readWriteFile,1.0
635,rss-alert,rssFeedTrigger,slack,1.0
636,form-to-endpoint,webhook,httpRequest,1.0
637,morning-metrics,scheduleTrigger,googleSheets,1.0
638,email-archiver,emailReadImap,readWriteFile,1.0
639,rss-alert,rssFeedTrigger,slack,1.0
640,form-to-endpoint,webhook,httpRequest,1.0
641,morning-metrics,scheduleTrigger,slack,0.5
642,email-archiver,emailReadImap,readWriteFile,1.0
643,rss-alert,rssFeedTrigger,slack,1.0
644,form-to-endpoint,webhook,httpRequest,1.0
645,morning-metrics,scheduleTrigger,googleSheets,1.0
646,email-archiver,emailReadImap,readWriteFile,1.0
647,rss-alert,rssFeedTrigger,slack,1.0
648,form-to-endpoint,webhook,httpRequest,1.0
649,morning-metrics,scheduleTrigger,googleSheets,1.0
650,email-archiver,emailReadImap,slack,0.5
651,rss-alert,rssFeedTrigger,slack,1.0
652,form-to-endpoint,webhook,httpRequest,1.0
653,morning-metrics,scheduleTrigger,googleSheets,1.0
654,email-archiver,emailReadImap,readWriteFile,1.0
655,rss-alert,rssFeedTrigger,slack,1.0
656,form-to-endpoint,webhook,httpRequest,1.0
657,morning-metrics,webhook,googleSheets,0.5
658,email-archiver,emailReadImap,readWriteFile,1.0
659,rss-alert,rssFeedTrigger,slack,1.0
660,form-to-endpoint,emailReadImap,httpRequest,0.5
661,morning-metrics,scheduleTrigger,googleSheets,1.0
662,email-archiver,emailReadImap,readWriteFile,1.0
663,rss-alert,rssFeedTrigger,slack,1.0
664,form-to-endpoint,webhook,httpRequest,1.0
665,morning-metrics,scheduleTrigger,googleSheets,1.0
666,email-archiver,emailReadImap,readWriteFile,1.0
667,rss-alert,rssFeedTrigger,slack,1.0
668,form-to-endpoint,webhook,readWriteFile,0.5
669,morning-metrics,scheduleTrigger,googleSheets,1.0
670,email-archiver,emailReadImap,readWriteFile,1.0
671,rss-alert,rssFeedTrigger,slack,1.0
672,form-to-endpoint,emailReadImap,httpRequest,0.5
673,morning-metrics,scheduleTrigger,googleSheets,1.0
674,email-archiver,emailReadImap,readWriteFile,1.0
675,rss-alert,scheduleTrigger,slack,0.5
676,form-to-endpoint,webhook,httpRequest,1.0
677,morning-metrics,scheduleTrigger,googleSheets,1.0
678,email-archiver,emailReadImap,readWriteFile,1.0
679,rss-alert,rssFeedTrigger,slack,1.0
680,form-to-endpoint,webhook,httpRequest,1.0
681,morning-metrics,scheduleTrigger,googleSheets,1.0
682,email-archiver,emailReadImap,readWriteFile,1.0
683,rss-alert,rssFeedTrigger,slack,1.0
684,form-to-endpoint,webhook,httpRequest,1.0
685,morning-metrics,scheduleTrigger,googleSheets,1.0
686,email-archiver,emailReadImap,readWriteFile,1.0
687,rss-alert,rssFeedTrigger,slack,1.0
688,form-to-endpoint,webhook,httpRequest,1.0
689,morning-metrics,scheduleTrigger,googleSheets,1.0
690,email-archiver,emailReadImap,readWriteFile,1.0
691,rss-alert,rssFeedTrigger,slack,1.0
692,form-to-endpoint,webhook,httpRequest,1.0
693,morning-metrics,scheduleTrigger,googleSheets,1.0
694,email-archiver,emailReadImap,readWriteFile,1.0
695,rss-alert,rssFeedTrigger,slack,1.0
696,form-to-endpoint,webhook,httpRequest,1.0
697,morning-metrics,scheduleTrigger,googleSheets,1.0
698,email-archiver,rssFeedTrigger,readWriteFile,0.5
699,rss-alert,rssFeedTrigger,slack,1.0
700,form-to-endpoint,webhook,readWriteFile,0.5
701,morning-metrics,webhook,googleSheets,0.5
702,email-archiver,emailReadImap,readWriteFile,1.0
703,rss-alert,rssFeedTrigger,slack,1.0
704,form-to-endpoint,webhook,httpRequest,1.0
705,morning-metrics,scheduleTrigger,googleSheets,1.0
706,email-archiver,emailReadImap,googleSheets,0.5
707,rss-alert,rssFeedTrigger,slack,1.0
708,form-to-endpoint,webhook,httpRequest,1.0
709,morning-metrics,scheduleTrigger,googleSheets,1.0
710,email-archiver,emailReadImap,readWriteFile,1.0
711,rss-alert,rssFeedTrigger,slack,1.0
712,form-to-endpoint,webhook,httpRequest,1.0
713,morning-metrics,scheduleTrigger,googleSheets,1.0
714,email-archiver,emailReadImap,readWriteFile,1.0
715,rss-alert,rssFeedTrigger,slack,1.0
716,form-to-endpoint,webhook,httpRequest,1.0
717,morning-metrics,scheduleTrigger,googleSheets,1.0
718,email-archiver,emailReadImap,readWriteFile,1.0
719,rss-alert,rssFeedTrigger,slack,1.0
720,form-to-endpoint,webhook,httpRequest,1.0
721,morning-metrics,scheduleTrigger,googleSheets,1.0
722,email-archiver,emailReadImap,readWriteFile,1.0
723,rss-alert,rssFeedTrigger,slack,1.0
724,form-to-endpoint,webhook,httpRequest,1.0
725,morning-metrics,scheduleTrigger,googleSheets,1.0
726,email-archiver,emailReadImap,readWriteFile,1.0
727,rss-alert,rssFeedTrigger,slack,1.0
728,form-to-endpoint,webhook,httpRequest,1.0
729,morning-metrics,scheduleTrigger,googleSheets,1.0
730,email-archiver,emailReadImap,readWriteFile,1.0
731,rss-alert,rssFeedTrigger,slack,1.0
732,form-to-endpoint,webhook,httpRequest,1.0
733,morning-metrics,scheduleTrigger,googleSheets,1.0
734,email-archiver,rssFeedTrigger,readWriteFile,0.5
735,rss-alert,rssFeedTrigger,slack,1.0
736,form-to-endpoint,rssFeedTrigger,httpRequest,0.5
737,morning-metrics,scheduleTrigger,googleSheets,1.0
738,email-archiver,emailReadImap,readWriteFile,1.0
739,rss-alert,rssFeedTrigger,slack,1.0
740,form-to-endpoint,webhook,httpRequest,1.0
741,morning-metrics,scheduleTrigger,googleSheets,1.0
742,email-archiver,emailReadImap,readWriteFile,1.0
743,rss-alert,rssFeedTrigger,slack,1.0
744,form-to-endpoint,webhook,httpRequest,1.0
745,morning-metrics,rssFeedTrigger,googleSheets,0.5
746,email-archiver,emailReadImap,readWriteFile,1.0
747,rss-alert,rssFeedTrigger,slack,1.0
748,form-to-endpoint,webhook,httpRequest,1.0
749,morning-metrics,scheduleTrigger,readWriteFile,0.5
750,email-archiver,emailReadImap,readWriteFile,1.0
751,rss-alert,rssFeedTrigger,slack,1.0
752,form-to-endpoint,webhook,httpRequest,1.0
753,morning-metrics,scheduleTrigger,googleSheets,1.0
754,email-archiver,emailReadImap,readWriteFile,1.0
755,rss-alert,rssFeedTrigger,googleSheets,0.5
756,form-to-endpoint,webhook,httpRequest,1.0
757,morning-metrics,scheduleTrigger,googleSheets,1.0
758,email-archiver,emailReadImap,readWriteFile,1.0
759,rss-alert,rssFeedTrigger,slack,1.0
760,form-to-endpoint,webhook,httpRequest,1.0
761,morning-metrics,scheduleTrigger,googleSheets,1.0
762,email-archiver,rssFeedTrigger,readWriteFile,0.5
763,rss-alert,rssFeedTrigger,slack,1.0
764,form-to-endpoint,webhook,httpRequest,1.0
765,morning-metrics,scheduleTrigger,googleSheets,1.0
766,email-archiver,emailReadImap,readWriteFile,1.0
767,rss-alert,rssFeedTrigger,slack,1.0
768,form-to-endpoint,webhook,httpRequest,1.0
769,morning-metrics,scheduleTrigger,readWriteFile,0.5
770,email-archiver,emailReadImap,readWriteFile,1.0
771,rss-alert,rssFeedTrigger,slack,1.0
772,form-to-endpoint,webhook,httpRequest,1.0
773,morning-metrics,scheduleTrigger,httpRequest,0.5
774,email-archiver,emailReadImap,httpRequest,0.5
775,rss-alert,rssFeedTrigger,slack,1.0
776,form-to-endpoint,webhook,googleSheets,0.5
777,morning-metrics,webhook,googleSheets,0.5
778,email-archiver,emailReadImap,readWriteFile,1.0
779,rss-alert,rssFeedTrigger,slack,1.0
780,form-to-endpoint,webhook,httpRequest,1.0
781,morning-metrics,webhook,googleSheets,0.5
782,email-archiver,emailReadImap,readWriteFile,1.0
783,rss-alert,rssFeedTrigger,slack,1.0
784,form-to-endpoint,webhook,httpRequest,1.0
785,morning-metrics,scheduleTrigger,googleSheets,1.0
786,email-archiver,emailReadImap,readWriteFile,1.0
787,rss-alert,rssFeedTrigger,slack,1.0
788,form-to-endpoint,webhook,httpRequest,1.0
789,morning-metrics,scheduleTrigger,googleSheets,1.0
790,email-archiver,rssFeedTrigger,readWriteFile,0.5
791,rss-alert,rssFeedTrigger,slack,1.0
792,form-to-endpoint,webhook,httpRequest,1.0
793,morning-metrics,scheduleTrigger,googleSheets,1.0
794,email-archiver,emailReadImap,readWriteFile,1.0
795,rss-alert,rssFeedTrigger,slack,1.0
796,form-to-endpoint,webhook,httpRequest,1.0
797,morning-metrics,scheduleTrigger,googleSheets,1.0
798,email-archiver,emailReadImap,readWriteFile,1.0
799,rss-alert,rssFeedTrigger,slack,1.0
800,form-to-endpoint,webhook,httpRequest,1.0
801,morning-metrics,scheduleTrigger,googleSheets,1.0
802,email-archiver,emailReadImap,readWriteFile,1.0
803,rss-alert,rssFeedTrigger,slack,1.0
804,form-to-endpoint,webhook,httpRequest,1.0
805,morning-metrics,scheduleTrigger,googleSheets,1.0
806,email-archiver,emailReadImap,readWriteFile,1.0
807,rss-alert,rssFeedTrigger,slack,1.0
808,form-to-endpoint,webhook,httpRequest,1.0
809,morning-metrics,scheduleTrigger,googleSheets,1.0
810,email-archiver,emailReadImap,readWriteFile,1.0
811,rss-alert,rssFeedTrigger,slack,1.0
812,form-to-endpoint,rssFeedTrigger,readWriteFile,0.0
813,morning-metrics,webhook,httpRequest,0.0
814,email-archiver,emailReadImap,readWriteFile,1.0
815,rss-alert,rssFeedTrigger,slack,1.0
816,form-to-endpoint,webhook,httpRequest,1.0
817,morning-metrics,scheduleTrigger,googleSheets,1.0
818,email-archiver,emailReadImap,readWriteFile,1.0
819,rss-alert,rssFeedTrigger,googleSheets,0.5
820,form-to-endpoint,webhook,httpRequest,1.0
821,morning-metrics,scheduleTrigger,googleSheets,1.0
822,email-archiver,emailReadImap,readWriteFile,1.0
823,rss-alert,rssFeedTrigger,slack,1.0
824,form-to-endpoint,webhook,httpRequest,1.0
825,morning-metrics,scheduleTrigger,googleSheets,1.0
826,email-archiver,emailReadImap,readWriteFile,1.0
827,rss-alert,rssFeedTrigger,slack,1.0
828,form-to-endpoint,webhook,httpRequest,1.0
829,morning-metrics,scheduleTrigger,googleSheets,1.0
830,email-archiver,emailReadImap,readWriteFile,1.0
831,rss-alert,rssFeedTrigger,slack,1.0
832,form-to-endpoint,webhook,httpRequest,1.0
833,morning-metrics,scheduleTrigger,googleSheets,1.0
834,email-archiver,emailReadImap,readWriteFile,1.0
835,rss-alert,rssFeedTrigger,slack,1.0
836,form-to-endpoint,webhook,httpRequest,1.0
837,morning-metrics,scheduleTrigger,googleSheets,1.0
838,email-archiver,emailReadImap,readWriteFile,1.0
839,rss-alert,rssFeedTrigger,slack,1.0
840,form-to-endpoint,webhook,httpRequest,1.0
841,morning-metrics,scheduleTrigger,googleSheets,1.0
842,email-archiver,emailReadImap,readWriteFile,1.0
843,rss-alert,rssFeedTrigger,slack,1.0
844,form-to-endpoint,webhook,httpRequest,1.0
845,morning-metrics,scheduleTrigger,googleSheets,1.0
846,email-archiver,emailReadImap,readWriteFile,1.0
847,rss-alert,rssFeedTrigger,slack,1.0
848,form-to-endpoint,webhook,httpRequest,1.0
849,morning-metrics,scheduleTrigger,googleSheets,1.0
850,email-archiver,webhook,readWriteFile,0.5
851,rss-alert,rssFeedTrigger,slack,1.0
852,form-to-endpoint,webhook,httpRequest,1.0
853,morning-metrics,scheduleTrigger,googleSheets,1.0
854,email-archiver,emailReadImap,readWriteFile,1.0
855,rss-alert,webhook,slack,0.5
856,form-to-endpoint,webhook,httpRequest,1.0
857,morning-metrics,scheduleTrigger,httpRequest,0.5
858,email-archiver,emailReadImap,readWriteFile,1.0
859,rss-alert,rssFeedTrigger,googleSheets,0.5
860,form-to-endpoint,webhook,httpRequest,1.0
861,morning-metrics,scheduleTrigger,googleSheets,1.0
862,email-archiver,emailReadImap,readWriteFile,1.0
863,rss-alert,rssFeedTrigger,slack,1.0
864,form-to-endpoint,webhook,httpRequest,1.0
865,morning-metrics,scheduleTrigger,googleSheets,1.0
866,email-archiver,emailReadImap,readWriteFile,1.0
867,rss-alert,rssFeedTrigger,slack,1.0
868,form-to-endpoint,webhook,httpRequest,1.0
869,morning-metrics,scheduleTrigger,googleSheets,1.0
870,email-archiver,emailReadImap,googleSheets,0.5
871,rss-alert,rssFeedTrigger,slack,1.0
872,form-to-endpoint,webhook,httpRequest,1.0
873,morning-metrics,webhook,googleSheets,0.5
874,email-archiver,emailReadImap,readWriteFile,1.0
875,rss-alert,rssFeedTrigger,slack,1.0
876,form-to-endpoint,webhook,httpRequest,1.0
877,morning-metrics,scheduleTrigger,googleSheets,1.0
878,email-archiver,emailReadImap,readWriteFile,1.0
879,rss-alert,rssFeedTrigger,slack,1.0
880,form-to-endpoint,webhook,httpRequest,1.0
881,morning-metrics,scheduleTrigger,googleSheets,1.0
882,email-archiver,emailReadImap,readWriteFile,1.0
883,rss-alert,rssFeedTrigger,slack,1.0
884,form-to-endpoint,webhook,httpRequest,1.0
885,morning-metrics,scheduleTrigger,googleSheets,1.0
886,email-archiver,emailReadImap,slack,0.5
887,rss-alert,rssFeedTrigger,slack,1.0
888,form-to-endpoint,webhook,httpRequest,1.0
889,morning-metrics,scheduleTrigger,googleSheets,1.0
890,email-archiver,emailReadImap,readWriteFile,1.0
891,rss-alert,rssFeedTrigger,slack,1.0
892,form-to-endpoint,webhook,httpRequest,1.0
893,morning-metrics,scheduleTrigger,googleSheets,1.0
894,email-archiver,emailReadImap,readWriteFile,1.0
895,rss-alert,rssFeedTrigger,slack,1.0
896,form-to-endpoint,webhook,httpRequest,1.0
897,morning-metrics,scheduleTrigger,googleSheets,1.0
898,email-archiver,emailReadImap,readWriteFile,1.0
899,rss-alert,rssFeedTrigger,slack,1.0
900,form-to-endpoint,scheduleTrigger,httpRequest,0.5
901,morning-metrics,scheduleTrigger,googleSheets,1.0
902,email-archiver,emailReadImap,readWriteFile,1.0
903,rss-alert,rssFeedTrigger,slack,1.0
904,form-to-endpoint,webhook,httpRequest,1.0
905,morning-metrics,scheduleTrigger,googleSheets,1.0
906,email-archiver,emailReadImap,slack,0.5
907,rss-alert,rssFeedTrigger,slack,1.0
908,form-to-endpoint,webhook,httpRequest,1.0
909,morning-metrics,scheduleTrigger,googleSheets,1.0
910,email-archiver,emailReadImap,readWriteFile,1.0
911,rss-alert,rssFeedTrigger,slack,1.0
912,form-to-endpoint,webhook,httpRequest,1.0
913,morning-metrics,scheduleTrigger,googleSheets,1.0
914,email-archiver,emailReadImap,readWriteFile,1.0
915,rss-alert,rssFeedTrigger,slack,1.0
916,form-to-endpoint,webhook,httpRequest,1.0
917,morning-metrics,scheduleTrigger,googleSheets,1.0
918,email-archiver,emailReadImap,readWriteFile,1.0
919,rss-alert,scheduleTrigger,readWriteFile,0.0
920,form-to-endpoint,webhook,httpRequest,1.0
921,morning-metrics,webhook,googleSheets,0.5
922,email-archiver,emailReadImap,readWriteFile,1.0
923,rss-alert,rssFeedTrigger,slack,1.0
924,form-to-endpoint,webhook,httpRequest,1.0
925,morning-metrics,scheduleTrigger,googleSheets,1.0
926,email-archiver,emailReadImap,readWriteFile,1.0
927,rss-alert,rssFeedTrigger,slack,1.0
928,form-to-endpoint,webhook,httpRequest,1.0
929,morning-metrics,scheduleTrigger,googleSheets,1.0
930,email-archiver,emailReadImap,slack,0.5
931,rss-alert,rssFeedTrigger,slack,1.0
932,form-to-endpoint,webhook,slack,0.5
933,morning-metrics,scheduleTrigger,readWriteFile,0.5
934,email-archiver,emailReadImap,readWriteFile,1.0
935,rss-alert,webhook,slack,0.5
936,form-to-endpoint,webhook,httpRequest,1.0
937,morning-metrics,scheduleTrigger,googleSheets,1.0
938,email-archiver,emailReadImap,readWriteFile,1.0
939,rss-alert,rssFeedTrigger,slack,1.0
